Sample,Total_sites,Valid_sites,Correct_sites,Accuracy,Track1_accuracy,Track2_accuracy,Founder_accuracy,Founder_Track1_accuracy,Founder_Track2_accuracy,Direct_matches,Flipped_matches,Dominant_phase,Contig
F3_189,411246,411245,411245,1.0,1.0,1.0,0.9692786538438157,0.9946965920558305,0.9745820617879852,411246,377844,Direct,chr3
F3_190,411246,411245,411245,1.0,1.0,1.0,0.9931330472103004,0.9999148925822806,0.9932181546280198,381522,411246,Flipped,chr3
F3_191,411246,411245,411245,1.0,1.0,1.0,0.998100888764605,0.9999756835949373,0.9981252051696677,411246,381836,Direct,chr3
F3_192,411246,411245,411244,0.9999975683594937,0.9999975683594937,1.0,0.9998711230531678,0.9998711230531678,1.0,411245,399462,Direct,chr3
F3_193,411246,411245,411245,1.0,0.9999951367189874,0.9999951367189874,0.9990808398886308,0.999000595751924,0.9997933105569673,390312,411244,Flipped,chr3
F3_194,411246,411245,411245,1.0,1.0,1.0,0.9997592675898795,0.999990273437975,0.9997689941519046,391961,411246,Flipped,chr3
F3_195,411246,411245,411245,1.0,1.0,1.0,0.9997835839949422,0.9998419433670926,0.9999416406278496,391938,411246,Flipped,chr3
F3_196,411246,411245,411245,1.0,1.0,1.0,0.9996984765772228,0.9996984765772228,1.0,376926,411246,Flipped,chr3
F3_197,411246,411245,411245,1.0,1.0,1.0,0.9989106250531922,0.999037070359518,0.9998735546936741,386137,411246,Flipped,chr3
F3_198,411246,411245,411245,1.0,1.0,1.0,0.9998565332101302,0.9999221875037995,0.9999343457063308,388241,411246,Flipped,chr3
F3_199,411246,411245,411242,0.9999927050784811,0.9999927050784811,1.0,0.999790878916461,0.9999659570329122,0.9998249218835488,411243,378452,Direct,chr3
F1_0,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,183704,146279,Direct,chr4
F1_1,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.9999945564307605,0.999989112861521,183704,142630,Direct,chr4
F1_2,183704,183703,183703,1.0,1.0,1.0,0.9999455643076052,0.9999564514460841,0.999989112861521,134445,183704,Flipped,chr4
F1_3,183704,183703,183703,1.0,1.0,1.0,0.9999129028921684,1.0,0.9999129028921684,183704,140095,Direct,chr4
F1_4,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,137486,183704,Flipped,chr4
F1_5,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,183704,140608,Direct,chr4
F1_6,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,1.0,0.9999836692922816,183704,134472,Direct,chr4
F1_7,183704,183703,183703,1.0,1.0,1.0,0.9918019847253448,0.9918019847253448,1.0,183704,138045,Direct,chr4
F1_8,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,1.0,0.9999945564307605,183704,142912,Direct,chr4
F1_9,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,183704,149610,Direct,chr4
F2_0,183704,183703,183703,1.0,1.0,1.0,0.9794723003979249,0.9794723003979249,1.0,183704,139401,Direct,chr4
F2_1,183704,183703,183703,1.0,1.0,1.0,0.9777847939336864,0.9777956810721654,0.999989112861521,183704,155417,Direct,chr4
F2_2,183704,183703,183703,1.0,0.9816987202168718,0.9816987202168718,0.9927872707576904,0.8997566724549952,0.9069694016973049,166942,180342,Flipped,chr4
F2_3,183704,183703,183702,0.9999945564307605,1.0,0.9999945564307605,0.9324398621688269,0.9999564514460841,0.9324834107227427,129618,183703,Flipped,chr4
F2_4,183704,183703,183703,1.0,1.0,1.0,0.9579157662095883,1.0,0.9579157662095883,155721,183704,Flipped,chr4
F2_5,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,1.0,0.9999945564307605,152778,183704,Flipped,chr4
F2_6,183704,183703,183703,1.0,1.0,1.0,0.9986282205516513,0.9986826562440461,0.9999455643076052,183704,137062,Direct,chr4
F2_7,183704,183703,183703,1.0,1.0,1.0,0.9736150198962455,0.9736150198962455,1.0,145312,183704,Flipped,chr4
F2_8,183704,183703,183703,1.0,1.0,1.0,0.9998693543382525,0.9999564514460841,0.9999129028921684,160682,183704,Flipped,chr4
F2_9,183704,183703,183703,1.0,0.9790150405818087,0.9790150405818087,0.9965542206714099,0.8832789883670925,0.8867247676956828,179849,164113,Direct,chr4
F2_10,183704,183703,183703,1.0,1.0,1.0,0.9388142817482567,0.9918019847253448,0.947012297022912,147677,183704,Flipped,chr4
F2_11,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,1.0,0.9999782257230421,183704,139598,Direct,chr4
F2_12,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,0.9999945564307605,1.0,136435,183704,Flipped,chr4
F2_13,183704,183703,183703,1.0,1.0,1.0,0.9815517438474058,0.9999129028921684,0.9816388409552376,183704,142727,Direct,chr4
F2_14,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,1.0,0.9999836692922816,130235,183704,Flipped,chr4
F2_15,183704,183703,183703,1.0,1.0,1.0,0.9998312493535761,0.999989112861521,0.9998421364920551,183704,133066,Direct,chr4
F2_16,183704,183703,183703,1.0,1.0,1.0,0.9990038268291753,1.0,0.9990038268291753,142968,183704,Flipped,chr4
F2_17,183704,183703,183703,1.0,1.0,1.0,0.9996788294148707,1.0,0.9996788294148707,183704,139194,Direct,chr4
F2_18,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.999989112861521,0.9999945564307605,142318,183704,Flipped,chr4
F2_19,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.999989112861521,0.9999945564307605,148311,183704,Flipped,chr4
F2_20,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.9999836692922816,1.0,183704,133706,Direct,chr4
F2_21,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,0.9999945564307605,0.9999836692922816,141913,183704,Flipped,chr4
F2_22,183704,183703,183703,1.0,1.0,1.0,0.9590970207345553,0.9917965411561053,0.96730047957845,183704,166127,Direct,chr4
F2_23,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,0.999989112861521,0.999989112861521,142203,183704,Flipped,chr4
F2_24,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,1.0,0.999989112861521,183704,135682,Direct,chr4
F2_25,183704,183703,183703,1.0,1.0,1.0,0.9998149186458577,0.9999020157536894,0.9999129028921684,183704,159855,Direct,chr4
F2_26,183704,183703,183703,1.0,1.0,1.0,0.9446116829883018,0.999885685045971,0.9447259979423308,183704,153212,Direct,chr4
F2_27,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,0.9999945564307605,1.0,183704,145250,Direct,chr4
F2_28,183704,183703,183703,1.0,1.0,1.0,0.9999346771691262,0.9999564514460841,0.9999782257230421,183704,133534,Direct,chr4
F2_29,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,1.0,0.999989112861521,154156,183704,Flipped,chr4
F2_30,183704,183703,183703,1.0,1.0,1.0,0.9917802104483868,0.9917856540176263,0.9999945564307605,140601,183704,Flipped,chr4
F2_31,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,1.0,0.9999945564307605,183704,148220,Direct,chr4
F2_32,183704,183703,183703,1.0,1.0,1.0,0.9984104777820721,0.9999564514460841,0.998454026335988,183704,138033,Direct,chr4
F2_33,183704,183703,183703,1.0,1.0,1.0,0.9997060472610682,0.9997278215380261,0.9999782257230421,150868,183704,Flipped,chr4
F2_34,183704,183703,183703,1.0,1.0,1.0,0.9918019847253448,1.0,0.9918019847253448,183704,155044,Direct,chr4
F2_35,183704,183703,183703,1.0,1.0,1.0,0.9999510078768447,0.999989112861521,0.9999618950153236,158070,183704,Flipped,chr4
F2_36,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,140906,183704,Flipped,chr4
F2_37,183704,183703,183703,1.0,1.0,1.0,0.9971366825800341,1.0,0.9971366825800341,183704,137739,Direct,chr4
F2_38,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,138165,183704,Flipped,chr4
F2_39,183704,183703,183703,1.0,1.0,1.0,0.9999673385845631,0.9999673385845631,1.0,162376,183704,Flipped,chr4
F2_40,183704,183703,183703,1.0,1.0,1.0,0.9998421364920551,0.9998421364920551,1.0,165233,183704,Flipped,chr4
F2_41,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,138210,183704,Flipped,chr4
F2_42,183704,183703,183703,1.0,1.0,1.0,0.9853785730227596,0.9857759535772416,0.9996026194455181,144935,183704,Flipped,chr4
F2_43,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,167617,183704,Flipped,chr4
F2_44,183704,183703,183703,1.0,1.0,1.0,0.9916060162327235,0.999989112861521,0.9916169033712025,183704,152219,Direct,chr4
F2_45,183704,183703,183703,1.0,1.0,1.0,0.9999727821538026,1.0,0.9999727821538026,183704,142622,Direct,chr4
F2_46,183704,183703,183703,1.0,1.0,1.0,0.991714887617513,0.9999129028921684,0.9918019847253448,141091,183704,Flipped,chr4
F2_47,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,0.999989112861521,0.999989112861521,183704,146373,Direct,chr4
F2_48,183704,183703,183703,1.0,1.0,1.0,0.9917910975868658,0.9918019847253448,0.999989112861521,146224,183704,Flipped,chr4
F2_49,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,183704,160065,Direct,chr4
F2_50,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,1.0,0.999989112861521,183704,140274,Direct,chr4
F2_51,183704,183703,183703,1.0,1.0,1.0,0.9999673385845631,0.9999727821538026,0.9999945564307605,155654,183704,Flipped,chr4
F2_52,183704,183703,183703,1.0,1.0,1.0,0.9917802104483868,0.9917910975868658,0.999989112861521,183704,151749,Direct,chr4
F2_53,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,183704,177838,Direct,chr4
F2_54,183704,183703,183703,1.0,1.0,1.0,0.9958247823933196,0.9999618950153236,0.995862887377996,183704,157877,Direct,chr4
F2_55,183704,183703,183703,1.0,1.0,1.0,0.9783781429807896,0.999989112861521,0.9783890301192686,133213,183704,Flipped,chr4
F2_56,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,0.999989112861521,0.999989112861521,131575,183704,Flipped,chr4
F2_57,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.999989112861521,0.9999945564307605,183704,145244,Direct,chr4
F2_58,183704,183703,183703,1.0,1.0,1.0,0.9994229816606153,0.999989112861521,0.9994338687990942,145768,183704,Flipped,chr4
F2_59,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,1.0,0.9999836692922816,136809,183704,Flipped,chr4
F2_60,183704,183703,183703,1.0,1.0,1.0,0.9998040315073787,0.9998366929228156,0.9999673385845631,183704,149950,Direct,chr4
F2_61,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,0.9999945564307605,1.0,183704,158149,Direct,chr4
F2_62,183704,183703,183703,1.0,1.0,1.0,0.9986118898439329,0.9986227769824119,0.999989112861521,133264,183704,Flipped,chr4
F2_63,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,136285,183704,Flipped,chr4
F2_64,183704,183703,183703,1.0,1.0,1.0,0.9999564514460841,1.0,0.9999564514460841,139005,183704,Flipped,chr4
F2_65,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,1.0,0.9999836692922816,183704,147643,Direct,chr4
F2_66,183704,183703,183703,1.0,1.0,1.0,0.9999292335998867,0.9999292335998867,1.0,152505,183704,Flipped,chr4
F2_67,183704,183703,183703,1.0,1.0,1.0,0.999738708676505,0.999749595814984,0.999989112861521,183704,148336,Direct,chr4
F2_68,183704,183703,183703,1.0,1.0,1.0,0.9775398333179098,0.9777249146720521,0.9998149186458577,183704,154196,Direct,chr4
F2_69,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.9999945564307605,0.999989112861521,155187,183704,Flipped,chr4
F2_70,183704,183703,183703,1.0,1.0,1.0,0.9998693543382525,0.999885685045971,0.9999836692922816,183704,145261,Direct,chr4
F2_71,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,183704,136201,Direct,chr4
F2_72,183704,183703,183703,1.0,1.0,1.0,0.9999346771691262,0.9999727821538026,0.9999618950153236,183704,143884,Direct,chr4
F2_73,183704,183703,183703,1.0,1.0,1.0,0.994453002944971,0.9944693336526894,0.9999836692922816,159549,183704,Flipped,chr4
F2_74,183704,183703,183703,1.0,1.0,1.0,0.9845838119137956,1.0,0.9845838119137956,138452,183704,Flipped,chr4
F2_75,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,1.0,0.999989112861521,145231,183704,Flipped,chr4
F2_76,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,1.0,0.9999782257230421,183704,139594,Direct,chr4
F2_77,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,183704,139315,Direct,chr4
F2_78,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,0.9999945564307605,1.0,183704,150458,Direct,chr4
F2_79,183704,183703,183703,1.0,1.0,1.0,0.9917965411561053,0.9999945564307605,0.9918019847253448,183704,152726,Direct,chr4
F2_80,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,167781,183704,Flipped,chr4
F2_81,183704,183703,183703,1.0,1.0,1.0,0.9400390848271395,0.9999782257230421,0.9400608591040974,183704,139599,Direct,chr4
F2_82,183704,183703,183703,1.0,1.0,1.0,0.9916767826328367,0.991736661894471,0.9999401207383657,154129,183704,Flipped,chr4
F2_83,183704,183703,183703,1.0,1.0,1.0,0.9993794331066994,0.9998802414767315,0.9994991916299679,144716,183704,Flipped,chr4
F2_84,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,183704,139675,Direct,chr4
F2_85,183704,183703,183703,1.0,1.0,1.0,0.9719928362628808,0.9720799333707125,0.9999129028921684,183704,159827,Direct,chr4
F2_86,183704,183703,183703,1.0,1.0,1.0,0.9917856540176263,0.9917965411561053,0.999989112861521,183704,150530,Direct,chr4
F2_87,183704,183703,183703,1.0,1.0,1.0,0.9999455643076052,0.999989112861521,0.9999564514460841,149802,183704,Flipped,chr4
F2_88,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.9999945564307605,0.999989112861521,183704,142363,Direct,chr4
F2_89,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,148140,183704,Flipped,chr4
F2_90,183704,183703,183703,1.0,1.0,1.0,0.9999564514460841,0.9999564514460841,1.0,183704,136381,Direct,chr4
F2_91,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,1.0,0.999989112861521,183704,133915,Direct,chr4
F2_92,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,144587,183704,Flipped,chr4
F2_93,183704,183703,183703,1.0,1.0,1.0,0.9997931443688998,1.0,0.9997931443688998,136643,183704,Flipped,chr4
F2_94,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,139530,183704,Flipped,chr4
F2_95,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,1.0,0.9999945564307605,183704,136435,Direct,chr4
F2_96,183704,183703,183703,1.0,1.0,1.0,0.9914699270017365,0.9918019847253448,0.9996679422763918,158660,183704,Flipped,chr4
F2_97,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.9999945564307605,0.999989112861521,183704,141782,Direct,chr4
F2_98,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.9999945564307605,0.9999945564307605,183704,150633,Direct,chr4
F2_99,183704,183703,183703,1.0,1.0,1.0,0.9999510078768447,1.0,0.9999510078768447,137507,183704,Flipped,chr4
F3_0,183704,183703,183703,1.0,1.0,1.0,0.999874797907492,0.9999292335998867,0.9999401207383657,169548,183704,Flipped,chr4
F3_1,183704,183703,183703,1.0,1.0,1.0,0.9996407244301944,0.9996679422763918,0.9999727821538026,144622,183704,Flipped,chr4
F3_2,183704,183703,183703,1.0,1.0,1.0,0.9917965411561053,0.9999945564307605,0.9918019847253448,183704,137724,Direct,chr4
F3_3,183704,183703,183703,1.0,1.0,1.0,0.9997278215380261,0.9999782257230421,0.999749595814984,145408,183704,Flipped,chr4
F3_4,183704,183703,183703,1.0,1.0,1.0,0.9998149186458577,1.0,0.9998149186458577,183704,145257,Direct,chr4
F3_5,183704,183703,183703,1.0,1.0,1.0,0.9992923359988677,0.9996897165533497,0.9996026194455181,183704,152779,Direct,chr4
F3_6,183704,183703,183703,1.0,1.0,1.0,0.9917910975868658,1.0,0.9917910975868658,154989,183704,Flipped,chr4
F3_7,183704,183703,183703,1.0,1.0,1.0,0.9816279538167586,0.999989112861521,0.9816388409552376,142057,183704,Flipped,chr4
F3_8,183704,183703,183703,1.0,1.0,1.0,0.9400608591040974,1.0,0.9400608591040974,166582,183704,Flipped,chr4
F3_9,183704,183703,183703,1.0,1.0,1.0,0.9919598482332896,0.9919598482332896,1.0,183704,146200,Direct,chr4
F3_10,183704,183703,183703,1.0,1.0,1.0,0.9999074593229289,0.9999074593229289,1.0,149427,183704,Flipped,chr4
F3_11,183704,183703,183703,1.0,1.0,1.0,0.9999020157536894,0.9999020157536894,1.0,153522,183704,Flipped,chr4
F3_12,183704,183703,183703,1.0,1.0,1.0,0.9999237900306472,0.9999510078768447,0.9999727821538026,183704,140537,Direct,chr4
F3_13,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,0.999989112861521,0.999989112861521,183704,140136,Direct,chr4
F3_14,183704,183703,183703,1.0,1.0,1.0,0.9997822572304208,0.9997931443688998,0.999989112861521,183704,139404,Direct,chr4
F3_15,183704,183703,183703,1.0,1.0,1.0,0.9999074593229289,1.0,0.9999074593229289,159061,183704,Flipped,chr4
F3_16,183704,183703,183703,1.0,1.0,1.0,0.9333652689395383,1.0,0.9333652689395383,183704,145287,Direct,chr4
F3_17,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,175561,183704,Flipped,chr4
F3_18,183704,183703,183703,1.0,1.0,1.0,0.9998802414767315,1.0,0.9998802414767315,149183,183704,Flipped,chr4
F3_19,183704,183703,183703,1.0,1.0,1.0,0.970152909859937,0.9783509251345922,0.9766851929473117,160381,183704,Flipped,chr4
F3_20,183704,183703,183703,1.0,1.0,1.0,0.9999129028921684,0.9999129028921684,1.0,139378,183704,Flipped,chr4
F3_21,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,1.0,0.9999945564307605,144180,183704,Flipped,chr4
F3_22,183704,183703,183703,1.0,1.0,1.0,0.9999510078768447,0.9999618950153236,0.999989112861521,183704,153168,Direct,chr4
F3_23,183704,183703,183703,1.0,1.0,1.0,0.9980185407968296,0.9980403150737875,0.9999782257230421,183704,146012,Direct,chr4
F3_24,183704,183703,183703,1.0,1.0,1.0,0.9999727821538026,0.9999836692922816,0.999989112861521,158768,183704,Flipped,chr4
F3_25,183704,183703,183703,1.0,1.0,1.0,0.9215744979668269,1.0,0.9215744979668269,145022,183704,Flipped,chr4
F3_26,183704,183703,183703,1.0,1.0,1.0,0.9998421364920551,0.999989112861521,0.9998530236305341,183704,141003,Direct,chr4
F3_27,183704,183703,183703,1.0,1.0,1.0,0.998454026335988,1.0,0.998454026335988,148868,183704,Flipped,chr4
F3_28,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,1.0,0.9999782257230421,183704,166853,Direct,chr4
F3_29,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.999989112861521,0.9999945564307605,139238,183704,Flipped,chr4
F3_30,183704,183703,183703,1.0,1.0,1.0,0.9999727821538026,0.9999782257230421,0.9999945564307605,183704,143724,Direct,chr4
F3_31,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,1.0,0.9999836692922816,183704,164055,Direct,chr4
F3_32,183704,183703,183703,1.0,1.0,1.0,0.9698317392748077,0.9999945564307605,0.9698371828440472,147368,183704,Flipped,chr4
F3_33,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,0.9999782257230421,1.0,183704,155737,Direct,chr4
F3_34,183704,183703,183703,1.0,1.0,1.0,0.9998312493535761,0.9998421364920551,0.999989112861521,145677,183704,Flipped,chr4
F3_35,183704,183703,183703,1.0,1.0,1.0,0.9314872375519181,0.999989112861521,0.931498124690397,134617,183704,Flipped,chr4
F3_36,183704,183703,183703,1.0,1.0,1.0,0.9971366825800341,1.0,0.9971366825800341,143427,183704,Flipped,chr4
F3_37,183704,183703,183703,1.0,1.0,1.0,0.9998965721844499,0.9999564514460841,0.9999401207383657,147512,183704,Flipped,chr4
F3_38,183704,183703,183703,1.0,1.0,1.0,0.9999020157536894,0.999989112861521,0.9999129028921684,137474,183704,Flipped,chr4
F3_39,183704,183703,183703,1.0,1.0,1.0,0.9971312390107946,0.9971366825800341,0.9999945564307605,157691,183704,Flipped,chr4
F3_40,183704,183703,183702,0.9999945564307605,1.0,0.9999945564307605,0.9324507493073058,0.9999673385845631,0.9324834107227427,139379,183703,Flipped,chr4
F3_41,183704,183703,183703,1.0,1.0,1.0,0.9938269924824309,0.999989112861521,0.9938378796209099,183704,148575,Direct,chr4
F3_42,183704,183703,183703,1.0,1.0,1.0,0.9996679422763918,0.9996679422763918,1.0,144482,183704,Flipped,chr4
F3_43,183704,183703,183703,1.0,1.0,1.0,0.9653299075137586,0.999989112861521,0.9653407946522375,141663,183704,Flipped,chr4
F3_44,183704,183703,183703,1.0,1.0,1.0,0.9998965721844499,0.9999129028921684,0.9999836692922816,143786,183704,Flipped,chr4
F3_45,183704,183703,183703,1.0,1.0,1.0,0.9674637866556344,0.9674692302248739,0.9999945564307605,135698,183704,Flipped,chr4
F3_46,183704,183703,183703,1.0,1.0,1.0,1.0,1.0,1.0,148348,183704,Flipped,chr4
F3_47,183704,183703,183703,1.0,1.0,1.0,0.9997223779687866,0.9999401207383657,0.9997822572304208,142370,183704,Flipped,chr4
F3_48,183704,183703,183703,1.0,1.0,1.0,0.9917693233099079,0.9918019847253448,0.9999673385845631,144733,183704,Flipped,chr4
F3_49,183704,183703,183703,1.0,1.0,1.0,0.9986826562440461,0.9986826562440461,0.999989112861521,183704,176958,Direct,chr4
F3_50,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,1.0,0.9999782257230421,183704,144186,Direct,chr4
F3_51,183704,183703,183703,1.0,1.0,1.0,0.998443139197509,0.998454026335988,0.999989112861521,183704,136140,Direct,chr4
F3_52,183704,183703,183703,1.0,1.0,1.0,0.9756019226686554,0.9756019226686554,1.0,145916,183704,Flipped,chr4
F3_53,183704,183703,183703,1.0,1.0,1.0,0.9486453677947556,0.9709204531227035,0.9777249146720521,174762,183704,Flipped,chr4
F3_54,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.999989112861521,0.9999945564307605,130084,183704,Flipped,chr4
F3_55,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,0.9999945564307605,1.0,144155,183704,Flipped,chr4
F3_56,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,1.0,0.9999945564307605,183704,160856,Direct,chr4
F3_57,183704,183703,183703,1.0,1.0,1.0,0.9999455643076052,0.9999945564307605,0.9999510078768447,183704,133859,Direct,chr4
F3_58,183704,183703,183703,1.0,1.0,1.0,0.9682476606261193,0.9685797183497276,0.9996679422763918,183704,142205,Direct,chr4
F3_59,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.9999836692922816,1.0,150966,183704,Flipped,chr4
F3_60,183704,183703,183703,1.0,1.0,1.0,0.9997659265227024,1.0,0.9997659265227024,183704,139088,Direct,chr4
F3_61,183704,183703,183703,1.0,1.0,1.0,0.999989112861521,0.999989112861521,1.0,183704,141589,Direct,chr4
F3_62,183704,183703,183703,1.0,1.0,1.0,0.9999020157536894,0.9999020157536894,1.0,183704,135738,Direct,chr4
F3_63,183704,183703,183703,1.0,1.0,1.0,0.9999945564307605,0.9999945564307605,1.0,183704,156227,Direct,chr4
F3_64,183704,183703,183703,1.0,1.0,1.0,0.9281231117619201,0.9999727821538026,0.9281503296081175,144358,183704,Flipped,chr4
F3_65,183704,183703,183702,0.9999945564307605,1.0,0.9999945564307605,0.9885576174586153,0.999989112861521,0.9885685045970942,183703,145298,Direct,chr4
F3_66,183704,183703,183703,1.0,1.0,1.0,0.9897660898297795,0.9917965411561053,0.9979695486736744,183704,144162,Direct,chr4
F3_67,183704,183703,183703,1.0,1.0,1.0,0.9997332651072656,0.9999673385845631,0.9997659265227024,130525,183704,Flipped,chr4
F3_68,183704,183703,183703,1.0,1.0,1.0,0.9999020157536894,0.999989112861521,0.9999129028921684,152876,183704,Flipped,chr4
F3_69,183704,183703,183703,1.0,1.0,1.0,0.9819436808326484,0.9819491244018879,0.9999945564307605,149394,183704,Flipped,chr4
F3_70,183704,183703,183703,1.0,1.0,1.0,0.9998584671997736,0.9999782257230421,0.9998802414767315,183704,145219,Direct,chr4
F3_71,183704,183703,183702,0.9999945564307605,1.0,0.9999945564307605,0.9608389628911885,0.9999782257230421,0.9608607371681465,132352,183703,Flipped,chr4
F3_72,183704,183703,183703,1.0,1.0,1.0,0.9891400793672395,0.9999945564307605,0.989145522936479,183704,151717,Direct,chr4
F3_73,183704,183703,183703,1.0,0.999738708676505,0.999738708676505,0.9438659140024932,0.943909462556409,0.9968536169795812,183656,158296,Direct,chr4
F3_74,183704,183703,183703,1.0,1.0,1.0,0.9806426677844129,0.9806589984921313,0.9999836692922816,183704,150873,Direct,chr4
F3_75,183704,183703,183703,1.0,1.0,1.0,0.991475370570976,0.9917638797406684,0.9997114908303076,143030,183704,Flipped,chr4
F3_76,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,0.999989112861521,0.999989112861521,183704,146404,Direct,chr4
F3_77,183704,183703,183703,1.0,1.0,1.0,0.9999020157536894,0.9999020157536894,1.0,183704,141795,Direct,chr4
F3_78,183704,183703,183703,1.0,1.0,1.0,0.9829942896958678,0.9999836692922816,0.9830106204035862,183704,139684,Direct,chr4
F3_79,183704,183703,183703,1.0,1.0,1.0,0.9927872707576904,1.0,0.9927872707576904,152784,183704,Flipped,chr4
F3_80,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,1.0,0.9999836692922816,183704,146677,Direct,chr4
F3_81,183704,183703,183703,1.0,1.0,1.0,0.9610784799377255,0.999989112861521,0.9610893670762045,183704,150044,Direct,chr4
F3_82,183704,183703,183703,1.0,1.0,1.0,0.9612690048611073,0.9872674915488587,0.9740015133122486,161989,183704,Flipped,chr4
F3_83,183704,183703,183703,1.0,1.0,1.0,0.9999782257230421,0.999989112861521,0.999989112861521,142087,183704,Flipped,chr4
F3_84,183704,183703,183703,1.0,1.0,1.0,0.9803868200301574,0.9999564514460841,0.9804303685840732,183704,145877,Direct,chr4
F3_85,183704,183703,183703,1.0,1.0,1.0,0.9918019847253448,0.9918019847253448,1.0,183704,140776,Direct,chr4
F3_86,183704,183703,183703,1.0,1.0,1.0,0.991611459801963,0.9999945564307605,0.9916169033712025,140493,183704,Flipped,chr4
F3_87,183704,183703,183703,1.0,1.0,1.0,0.8741555663217259,0.8741555663217259,0.999989112861521,149718,183704,Flipped,chr4
F3_88,183704,183703,183703,1.0,1.0,1.0,0.9982580578433667,0.9998584671997736,0.9983995906435932,139916,183704,Flipped,chr4
F3_89,183704,183703,183703,1.0,1.0,1.0,0.9999836692922816,0.9999836692922816,1.0,183704,144683,Direct,chr4
F3_90,183704,183703,183703,1.0,1.0,1.0,0.9996189501532364,0.9997822572304208,0.9998366929228156,183704,147324,Direct,chr4
F3_91,183704,183703,183703,1.0,1.0,1.0,0.9999564514460841,0.9999727821538026,0.9999836692922816,140548,183704,Flipped,chr4
F3_92,183704,183703,183703,1.0,1.0,1.0,0.9999510078768447,0.999989112861521,0.9999618950153236,183704,160838,Direct,chr4
