Sample,Total_sites,Valid_sites,Correct_sites,Accuracy,Track1_accuracy,Track2_accuracy,Founder_accuracy,Founder_Track1_accuracy,Founder_Track2_accuracy,Direct_matches,Flipped_matches,Dominant_phase,Contig,Generation,Track_avg,Phase_error_gap,Allele_founder_gap
F3_195,181802,181801,181801,1.0,1.0,1.0,0.9995709594556685,0.9999449948020088,0.9996259646536597,147917,181802,Flipped,chr2,F3,1.0,0.0,0.00042904054433146044
F3_196,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,165120,181802,Flipped,chr2,F3,1.0,0.0,1.6501559397363863e-05
F3_197,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,135993,181802,Flipped,chr2,F3,1.0,0.0,1.6501559397363863e-05
F3_198,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,1.0,0.9999889989604017,149999,181802,Flipped,chr2,F3,1.0,0.0,1.1001039598279583e-05
F1_2,411246,411245,411245,1.0,1.0,1.0,1.0,1.0,1.0,374907,411246,Flipped,chr3,F1,1.0,0.0,0.0
F1_4,411246,411245,411245,1.0,1.0,1.0,0.9999537988303809,0.9999951367189874,0.9999586621113935,383069,411246,Flipped,chr3,F1,1.0,0.0,4.620116961906451e-05
F1_7,411246,411245,411245,1.0,1.0,1.0,0.9457160573380832,0.9457160573380832,1.0,383632,411246,Flipped,chr3,F1,1.0,0.0,0.05428394266191683
F2_2,411246,411245,411245,1.0,1.0,1.0,0.9982565137570062,0.9985288574937081,0.9997276562632981,386561,411246,Flipped,chr3,F2,1.0,0.0,0.001743486242993808
F2_3,411246,411245,411245,1.0,1.0,1.0,0.9997349511848168,1.0,0.9997349511848168,382882,411246,Flipped,chr3,F2,1.0,0.0,0.0002650488151831887
F2_4,411246,411245,411245,1.0,1.0,1.0,0.9994650390886212,0.9998200586025362,0.999644980486085,382661,411246,Flipped,chr3,F2,1.0,0.0,0.0005349609113788345
F2_5,411246,411245,411245,1.0,1.0,1.0,0.9999148925822806,1.0,0.9999148925822806,375409,411246,Flipped,chr3,F2,1.0,0.0,8.510741771938779e-05
F2_7,411246,411245,411245,1.0,1.0,1.0,0.9958710744203577,0.9961361232355409,0.9997349511848168,380828,411246,Flipped,chr3,F2,1.0,0.0,0.004128925579642284
F2_8,411246,411245,411245,1.0,1.0,1.0,0.9999829785164561,0.9999829785164561,1.0,387939,411246,Flipped,chr3,F2,1.0,0.0,1.7021483543877558e-05
F2_10,411246,411245,411245,1.0,1.0,1.0,0.9997349511848168,1.0,0.9997349511848168,386663,411246,Flipped,chr3,F2,1.0,0.0,0.0002650488151831887
F2_12,411246,411245,411242,0.9999927050784811,1.0,0.9999927050784811,0.9997957421974736,0.9998297851645612,0.9999659570329122,389627,411243,Flipped,chr3,F2,0.9999963525392406,-3.6474607594261244e-06,0.00019696288100756743
F2_14,411246,411245,411244,0.9999975683594937,0.9999975683594937,1.0,0.9996498437670974,0.9996498437670974,1.0,383435,411245,Flipped,chr3,F2,0.9999987841797469,-1.2158202531420415e-06,0.0003477245923962924
F2_16,411246,411245,411245,1.0,1.0,1.0,0.9998468066481051,0.9998468066481051,1.0,387757,411246,Flipped,chr3,F2,1.0,0.0,0.00015319335189489802
F2_18,411246,411245,411245,1.0,1.0,1.0,0.9961361232355409,1.0,0.9961361232355409,385075,411246,Flipped,chr3,F2,1.0,0.0,0.0038638767644590954
F2_19,411246,411245,411242,0.9999927050784811,0.9999927050784811,1.0,0.9978066602633466,0.9978212501063842,0.9999854101569624,385660,411243,Flipped,chr3,F2,0.9999963525392406,-3.6474607594261244e-06,0.0021860448151345135
F2_21,411246,411245,411245,1.0,1.0,1.0,0.9457160573380832,0.9457160573380832,0.999990273437975,372004,411246,Flipped,chr3,F2,1.0,0.0,0.05428394266191683
F2_23,411246,411245,411245,1.0,1.0,1.0,0.9998395117265864,0.9999975683594937,0.9998419433670926,378772,411246,Flipped,chr3,F2,1.0,0.0,0.00016048827341363925
F2_29,411246,411245,411245,1.0,1.0,1.0,0.9997325195443105,0.9997349511848168,0.9999975683594937,386316,411246,Flipped,chr3,F2,1.0,0.0,0.00026748045568947276
F2_30,411246,411245,411245,1.0,1.0,1.0,0.9995501465063406,1.0,0.9995501465063406,379740,411246,Flipped,chr3,F2,1.0,0.0,0.0004498534936594467
F2_33,411246,411245,411245,1.0,1.0,1.0,0.9998151953215236,0.9998249218835488,0.999990273437975,379336,411246,Flipped,chr3,F2,1.0,0.0,0.00018480467847636906
F2_35,411246,411245,411245,1.0,1.0,1.0,1.0,1.0,1.0,399880,411246,Flipped,chr3,F2,1.0,0.0,0.0
F2_36,411246,411245,411244,0.9999975683594937,1.0,0.9999975683594937,0.9860010456054177,1.0,0.9860010456054177,398029,411245,Flipped,chr3,F2,0.9999987841797469,-1.2158202531420415e-06,0.013996522754076035
F2_38,411246,411245,411245,1.0,1.0,1.0,0.9999148925822806,1.0,0.9999148925822806,380056,411246,Flipped,chr3,F2,1.0,0.0,8.510741771938779e-05
F2_39,411246,411245,411245,1.0,1.0,1.0,0.9999951367189874,1.0,0.9999951367189874,375327,411246,Flipped,chr3,F2,1.0,0.0,4.863281012568166e-06
F2_40,411246,411245,411244,0.9999975683594937,1.0,0.9999975683594937,0.994047344040657,1.0,0.994047344040657,379709,411245,Flipped,chr3,F2,0.9999987841797469,-1.2158202531420415e-06,0.005950224318836739
F2_41,411246,411245,411243,0.9999951367189874,1.0,0.9999951367189874,0.9930795511191626,0.9999927050784811,0.9930868460406813,380377,411244,Flipped,chr3,F2,0.9999975683594937,-2.431640506284083e-06,0.006915585599824858
F2_42,411246,411245,411245,1.0,1.0,1.0,0.9958783693418765,0.9997349511848168,0.9961434181570596,385160,411246,Flipped,chr3,F2,1.0,0.0,0.004121630658123543
F2_43,411246,411245,411245,1.0,1.0,1.0,0.9961458497975659,1.0,0.9961458497975659,405156,411246,Flipped,chr3,F2,1.0,0.0,0.00385415020243407
F2_46,411246,411245,411245,1.0,1.0,1.0,0.9999951367189874,1.0,0.9999951367189874,384557,411246,Flipped,chr3,F2,1.0,0.0,4.863281012568166e-06
F2_48,411246,411245,411245,1.0,1.0,1.0,0.9972157716203236,0.9974686622329755,0.9997471093873481,384243,411246,Flipped,chr3,F2,1.0,0.0,0.002784228379676401
F2_51,411246,411245,411245,1.0,1.0,1.0,0.9996230957215285,0.9998759863341804,0.9997471093873481,375309,411246,Flipped,chr3,F2,1.0,0.0,0.00037690427847147934
F2_55,411246,411245,411245,1.0,1.0,1.0,0.9918150980559034,0.9984048438278885,0.9934102542280149,381932,411246,Flipped,chr3,F2,1.0,0.0,0.008184901944096601
F2_56,411246,411245,411245,1.0,1.0,1.0,0.999681455093679,0.9997106347797542,0.9999708203139248,381419,411246,Flipped,chr3,F2,1.0,0.0,0.0003185449063209944
F2_58,411246,411245,411245,1.0,1.0,1.0,0.9959950880861773,0.9998589648506365,0.9961361232355409,385840,411246,Flipped,chr3,F2,1.0,0.0,0.004004911913822684
F2_59,411246,411245,411245,1.0,1.0,1.0,0.9998711230531678,1.0,0.9998711230531678,393172,411246,Flipped,chr3,F2,1.0,0.0,0.00012887694683216822
F2_62,411246,411245,411245,1.0,1.0,1.0,0.9996984765772228,0.9998200586025362,0.9998784179746866,375299,411246,Flipped,chr3,F2,1.0,0.0,0.0003015234227772279
F2_63,411246,411245,411245,1.0,1.0,1.0,1.0,1.0,1.0,381958,411246,Flipped,chr3,F2,1.0,0.0,0.0
F2_64,411246,411245,411245,1.0,1.0,1.0,0.9997106347797542,0.9997787207139297,0.9999319140658245,388700,411246,Flipped,chr3,F2,1.0,0.0,0.00028936522024580746
F2_66,411246,411245,411243,0.9999951367189874,1.0,0.9999951367189874,0.9979112208051162,1.0,0.9979112208051162,383132,411244,Flipped,chr3,F2,0.9999975683594937,-2.431640506284083e-06,0.002083915913871248
F2_69,411246,411245,411245,1.0,1.0,1.0,0.9960607423798465,0.9961215333925032,0.9999392089873433,395356,411246,Flipped,chr3,F2,1.0,0.0,0.003939257620153458
F2_73,411246,411245,411245,1.0,1.0,1.0,0.9947354983039307,1.0,0.9947354983039307,380935,411246,Flipped,chr3,F2,1.0,0.0,0.00526450169606929
F2_74,411246,411245,411245,1.0,1.0,1.0,0.9998419433670926,0.9998419433670926,1.0,381871,411246,Flipped,chr3,F2,1.0,0.0,0.00015805663290735517
F2_75,411246,411245,411245,1.0,1.0,1.0,0.9457160573380832,1.0,0.9457160573380832,373882,411246,Flipped,chr3,F2,1.0,0.0,0.05428394266191683
F2_80,411246,411245,411245,1.0,1.0,1.0,0.9982492188354873,0.9998711230531678,0.9983780957823195,386509,411246,Flipped,chr3,F2,1.0,0.0,0.0017507811645126603
F2_82,411246,411245,411245,1.0,1.0,1.0,0.9455288210191005,0.9456820143709954,0.9998468066481051,401084,411246,Flipped,chr3,F2,1.0,0.0,0.05447117898089948
F2_83,411246,411245,411245,1.0,1.0,1.0,1.0,1.0,1.0,390258,411246,Flipped,chr3,F2,1.0,0.0,0.0
F2_87,411246,411245,411245,1.0,1.0,1.0,0.99583703145327,0.9958418947342825,0.9999951367189874,389227,411246,Flipped,chr3,F2,1.0,0.0,0.004162968546730039
F2_89,411246,411245,411245,1.0,1.0,1.0,0.9999586621113935,1.0,0.9999586621113935,382608,411246,Flipped,chr3,F2,1.0,0.0,4.133788860649634e-05
F2_92,411246,411245,411245,1.0,1.0,1.0,0.9986528711595277,0.9986942090481343,0.9999586621113935,378251,411246,Flipped,chr3,F2,1.0,0.0,0.001347128840472278
F2_93,411246,411245,411245,1.0,1.0,1.0,0.9999829785164561,1.0,0.9999829785164561,381231,411246,Flipped,chr3,F2,1.0,0.0,1.7021483543877558e-05
F2_94,411246,411245,411245,1.0,1.0,1.0,1.0,1.0,1.0,379993,411246,Flipped,chr3,F2,1.0,0.0,0.0
F2_96,411246,411245,411245,1.0,1.0,1.0,0.9457087624165643,0.9457087624165643,1.0,389668,411246,Flipped,chr3,F2,1.0,0.0,0.05429123758343568
F3_0,411246,411245,411245,1.0,1.0,1.0,0.9456820143709954,1.0,0.9456820143709954,402989,411246,Flipped,chr3,F3,1.0,0.0,0.054317985629004584
F3_1,411246,411245,411245,1.0,1.0,1.0,0.945550705783657,0.9457087624165643,0.9998419433670926,395313,411246,Flipped,chr3,F3,1.0,0.0,0.054449294216343036
F3_3,411246,411245,411245,1.0,1.0,1.0,0.9960096779292149,0.9961361232355409,0.9998735546936741,382981,411246,Flipped,chr3,F3,1.0,0.0,0.003990322070785091
F3_6,411246,411245,411245,1.0,1.0,1.0,0.9446218191102628,0.9999829785164561,0.9446388405938067,376817,411246,Flipped,chr3,F3,1.0,0.0,0.05537818088973723
F3_7,411246,411245,411245,1.0,1.0,1.0,0.9998103320405112,0.9999392089873433,0.9998711230531678,383229,411246,Flipped,chr3,F3,1.0,0.0,0.0001896679594888262
F3_8,411246,411245,411245,1.0,1.0,1.0,0.9980352344709358,0.9980352344709358,1.0,394940,411246,Flipped,chr3,F3,1.0,0.0,0.0019647655290642163
F3_10,411246,411245,411244,0.9999975683594937,0.9999975683594937,1.0,0.9964133302532554,0.9984680664810515,0.9979452637722039,381551,411245,Flipped,chr3,F3,0.9999987841797469,-1.2158202531420415e-06,0.0035842381062383133
F3_11,411246,411245,411245,1.0,1.0,1.0,0.9961458497975659,1.0,0.9961458497975659,405156,411246,Flipped,chr3,F3,1.0,0.0,0.00385415020243407
F3_15,411246,411245,411245,1.0,1.0,1.0,0.9457014674950456,0.9457160573380832,0.9999854101569624,381929,411246,Flipped,chr3,F3,1.0,0.0,0.05429853250495442
F3_17,411246,411245,411244,0.9999975683594937,0.9999951367189874,0.9999975683594937,0.9942564651241961,0.9990467969215431,0.9938722659242057,374616,411244,Flipped,chr3,F3,0.9999963525392406,1.2158202531420415e-06,0.00574110323529764
F3_18,411246,411245,411245,1.0,1.0,1.0,0.9989835742683801,0.9997227929822855,0.9992607812860946,381360,411246,Flipped,chr3,F3,1.0,0.0,0.0010164257316198633
F3_19,411246,411245,411245,1.0,1.0,1.0,0.9983683692202945,0.9983683692202945,1.0,381666,411246,Flipped,chr3,F3,1.0,0.0,0.0016316307797055174
F3_20,411246,411245,411245,1.0,1.0,1.0,0.993884424126737,0.9939330569368624,0.9999513671898747,375358,411246,Flipped,chr3,F3,1.0,0.0,0.006115575873262946
F3_21,411246,411245,411244,0.9999975683594937,0.9999975683594937,1.0,0.9996230957215285,0.9996498437670974,0.9999732519544311,397681,411245,Flipped,chr3,F3,0.9999987841797469,-1.2158202531420415e-06,0.00037447263796519525
F3_24,411246,411245,411243,0.9999951367189874,0.9999975683594937,0.9999975683594937,0.988812022030663,0.9993264355797639,0.9894855864508991,388886,411244,Flipped,chr3,F3,0.9999975683594937,-2.431640506284083e-06,0.011183114688324447
F3_25,411246,411245,411245,1.0,1.0,1.0,0.9997349511848168,0.9997349511848168,1.0,386945,411246,Flipped,chr3,F3,1.0,0.0,0.0002650488151831887
F3_27,411246,411245,411245,1.0,1.0,1.0,0.9819572274434948,0.9831706160561222,0.9987866113873725,376062,411246,Flipped,chr3,F3,1.0,0.0,0.018042772556505215
F3_29,411246,411245,411245,1.0,1.0,1.0,0.9998735546936741,0.9999513671898747,0.9999221875037995,379635,411246,Flipped,chr3,F3,1.0,0.0,0.00012644530632588413
F3_32,411246,411245,411245,1.0,1.0,1.0,0.9831365730890346,0.9880095806635947,0.9951269924254398,384975,411246,Flipped,chr3,F3,1.0,0.0,0.01686342691096543
F3_34,411246,411245,411244,0.9999975683594937,0.9999975683594937,1.0,0.9993264355797639,0.9993312988607764,0.9999951367189874,393203,411245,Flipped,chr3,F3,0.9999987841797469,-1.2158202531420415e-06,0.000671132779729855
F3_35,411246,411245,411245,1.0,1.0,1.0,0.9997252246227918,0.9997252246227918,1.0,386703,411246,Flipped,chr3,F3,1.0,0.0,0.000274775377208214
F3_36,411246,411245,411244,0.9999975683594937,1.0,0.9999975683594937,0.9983975489063697,0.9984413184354824,0.9999562304708872,383561,411245,Flipped,chr3,F3,0.9999987841797469,-1.2158202531420415e-06,0.0016000194531240464
F3_37,411246,411245,411243,0.9999951367189874,1.0,0.9999951367189874,0.994837627205194,0.9958273048912448,0.999000595751924,400312,411244,Flipped,chr3,F3,0.9999975683594937,-2.431640506284083e-06,0.005157509513793457
F3_38,411246,411245,411241,0.999990273437975,1.0,0.999990273437975,0.987248477185133,0.9961215333925032,0.9911269437926297,381849,411242,Flipped,chr3,F3,0.9999951367189874,-4.8632810124571435e-06,0.012741796252841997
F3_39,411246,411245,411245,1.0,1.0,1.0,0.9975683594937325,0.9976388770684143,0.9999294824253182,375318,411246,Flipped,chr3,F3,1.0,0.0,0.0024316405062675406
F3_40,411246,411245,411238,0.9999829785164561,1.0,0.9999829785164561,0.995319092025435,0.9999951367189874,0.9953239553064475,376531,411239,Flipped,chr3,F3,0.999991489258228,-8.510741771883268e-06,0.004663886491021119
F3_42,411246,411245,411245,1.0,1.0,1.0,0.9955525295140366,0.9997033398582353,0.9958491896558013,386219,411246,Flipped,chr3,F3,1.0,0.0,0.0044474704859633896
F3_43,411246,411245,411245,1.0,1.0,1.0,0.9452953835304988,0.9457160573380832,0.9995793261924157,388518,411246,Flipped,chr3,F3,1.0,0.0,0.0547046164695012
F3_44,411246,411245,411244,0.9999975683594937,0.9999975683594937,1.0,0.9911998930078177,0.9914649418230009,0.9997349511848168,386720,411245,Flipped,chr3,F3,0.9999987841797469,-1.2158202531420415e-06,0.008797675351675971
F3_45,411246,411245,411245,1.0,1.0,1.0,0.999863828131649,0.999863828131649,1.0,384827,411246,Flipped,chr3,F3,1.0,0.0,0.00013617186835102046
F3_46,411246,411245,411244,0.9999975683594937,0.9999975683594937,1.0,0.9854660846940388,0.9860350885725054,0.9994309961215334,392791,411245,Flipped,chr3,F3,0.9999987841797469,-1.2158202531420415e-06,0.01453148366545487
F3_47,411246,411245,411245,1.0,1.0,1.0,0.9456649928874515,0.9456820143709954,0.9999829785164561,377484,411246,Flipped,chr3,F3,1.0,0.0,0.05433500711254846
F3_48,411246,411245,411245,1.0,1.0,1.0,0.9982638086785249,0.9999951367189874,0.9982686719595375,376290,411246,Flipped,chr3,F3,1.0,0.0,0.0017361913214750668
F3_52,411246,411245,411245,1.0,1.0,1.0,0.9958710744203577,0.9958783693418765,0.9999927050784811,380465,411246,Flipped,chr3,F3,1.0,0.0,0.004128925579642284
F3_53,411246,411245,411245,1.0,1.0,1.0,0.9999173242227869,0.9999586621113935,0.9999586621113935,382197,411246,Flipped,chr3,F3,1.0,0.0,8.267577721310371e-05
F3_54,411246,411245,411245,1.0,1.0,1.0,0.9889554888205327,0.9889554888205327,1.0,392187,411246,Flipped,chr3,F3,1.0,0.0,0.011044511179467253
F3_55,411246,411245,411243,0.9999951367189874,0.9999951367189874,1.0,0.9951124025824022,0.9989665527848363,0.9961361232355409,385345,411244,Flipped,chr3,F3,0.9999975683594937,-2.431640506284083e-06,0.004882734136585243
F3_59,411246,411245,411245,1.0,1.0,1.0,0.9957932619241572,0.9958613478583326,0.9999319140658245,385394,411246,Flipped,chr3,F3,1.0,0.0,0.00420673807584282
F3_64,411246,411245,411245,1.0,1.0,1.0,0.9911804398837676,0.9911804398837676,1.0,394023,411246,Flipped,chr3,F3,1.0,0.0,0.008819560116232417
F3_67,411246,411245,411245,1.0,1.0,1.0,0.9998711230531678,1.0,0.9998711230531678,380939,411246,Flipped,chr3,F3,1.0,0.0,0.00012887694683216822
F3_68,411246,411245,411245,1.0,1.0,1.0,0.9991610840253377,0.9994309961215334,0.9997300879038044,404232,411246,Flipped,chr3,F3,1.0,0.0,0.0008389159746623465
F3_69,411246,411245,411245,1.0,1.0,1.0,0.9999343457063308,0.9999440722683558,0.999990273437975,375422,411246,Flipped,chr3,F3,1.0,0.0,6.565429366922615e-05
F3_71,411246,411245,411245,1.0,1.0,1.0,0.9999562304708872,0.9999562304708872,1.0,389591,411246,Flipped,chr3,F3,1.0,0.0,4.3769529112780425e-05
F3_75,411246,411245,411245,1.0,1.0,1.0,0.9999732519544311,1.0,0.9999732519544311,387865,411246,Flipped,chr3,F3,1.0,0.0,2.6748045568902867e-05
F3_79,411246,411245,411245,1.0,1.0,1.0,0.9966443361013507,0.9996425488455787,0.9970017872557722,384395,411246,Flipped,chr3,F3,1.0,0.0,0.003355663898649275
F3_82,411246,411245,411245,1.0,1.0,1.0,1.0,1.0,1.0,380303,411246,Flipped,chr3,F3,1.0,0.0,0.0
F3_83,411246,411245,411245,1.0,1.0,1.0,0.9999781152354436,1.0,0.9999781152354436,381875,411246,Flipped,chr3,F3,1.0,0.0,2.1884764556445724e-05
F3_86,411246,411245,411245,1.0,1.0,1.0,0.999482060572165,0.999482060572165,1.0,384208,411246,Flipped,chr3,F3,1.0,0.0,0.0005179394278349569
F3_87,411246,411245,411245,1.0,1.0,1.0,0.9730379700665054,0.9984072754683948,0.9746306945981106,395017,411246,Flipped,chr3,F3,1.0,0.0,0.026962029933494613
F3_88,411246,411245,411245,1.0,1.0,1.0,0.9939014456102809,0.9939719631849627,0.9999294824253182,372882,411246,Flipped,chr3,F3,1.0,0.0,0.006098554389719069
F3_91,411246,411245,411245,1.0,1.0,1.0,0.9418497489331177,0.9457136256975769,0.9961361232355409,383599,411246,Flipped,chr3,F3,1.0,0.0,0.05815025106688232
F3_95,411246,411245,411243,0.9999951367189874,1.0,0.9999951367189874,0.9956935646634002,0.9999319140658245,0.9957616505975757,386446,411244,Flipped,chr3,F3,0.9999975683594937,-2.431640506284083e-06,0.004301572055587233
F3_96,411246,411245,411245,1.0,1.0,1.0,0.9950029787596202,0.9999829785164561,0.9950200002431641,375900,411246,Flipped,chr3,F3,1.0,0.0,0.0049970212403798175
F3_98,411246,411245,411245,1.0,0.9916011136913518,0.9916011136913518,0.9982346289924497,0.8997507568481076,0.8980437452127078,395709,407792,Flipped,chr3,F3,0.9916011136913518,0.008398886308648157,0.0017653710075502538
F3_99,411246,411245,411245,1.0,1.0,1.0,0.9997981738379798,0.9998103320405112,0.9999878417974687,381026,411246,Flipped,chr3,F3,1.0,0.0,0.0002018261620202466
F3_101,411246,411245,411245,1.0,1.0,1.0,0.9978236817468905,0.9978236817468905,1.0,387669,411246,Flipped,chr3,F3,1.0,0.0,0.0021763182531094882
F3_103,411246,411245,411245,1.0,1.0,1.0,0.9998200586025362,1.0,0.9998200586025362,383224,411246,Flipped,chr3,F3,1.0,0.0,0.0001799413974638009
F3_104,411246,411245,411244,0.9999975683594937,1.0,0.9999975683594937,0.9999027343797493,0.999990273437975,0.9999124609417743,394584,411245,Flipped,chr3,F3,0.9999987841797469,-1.2158202531420415e-06,9.48339797444131e-05
F3_105,411246,411245,411245,1.0,1.0,1.0,0.9977677540152464,0.9998711230531678,0.9978966309620786,398615,411246,Flipped,chr3,F3,1.0,0.0,0.002232245984753578
F3_107,411246,411245,411245,1.0,1.0,1.0,0.9998468066481051,0.9998468066481051,1.0,405033,411246,Flipped,chr3,F3,1.0,0.0,0.00015319335189489802
F3_109,411246,411245,411241,0.999990273437975,0.9999927050784811,0.9999975683594937,0.9984583399190263,0.9985142676506705,0.9999440722683558,389801,411242,Flipped,chr3,F3,0.9999951367189874,-4.8632810124571435e-06,0.0015319335189486472
F3_112,411246,411245,411243,0.9999951367189874,0.9999951367189874,1.0,0.999618232440516,0.9996401172050724,0.9999781152354436,391584,411244,Flipped,chr3,F3,0.9999975683594937,-2.431640506284083e-06,0.00037690427847147934
F3_113,411246,411245,411245,1.0,1.0,1.0,0.9947233401013994,0.994728203382412,0.9999951367189874,383621,411246,Flipped,chr3,F3,1.0,0.0,0.0052766598986006
F3_114,411246,411245,411245,1.0,1.0,1.0,0.9998322168050675,0.9999829785164561,0.9998492382886114,383441,411246,Flipped,chr3,F3,1.0,0.0,0.0001677831949324915
F3_115,411246,411245,411245,1.0,1.0,1.0,0.9981179102481489,0.9999878417974687,0.9981300684506802,384969,411246,Flipped,chr3,F3,1.0,0.0,0.0018820897518511126
F3_116,411246,411245,411244,0.9999975683594937,1.0,0.9999975683594937,0.999990273437975,0.9999951367189874,0.9999951367189874,380398,411245,Flipped,chr3,F3,0.9999987841797469,-1.2158202531420415e-06,7.294921518741226e-06
F3_118,411246,411245,411245,1.0,1.0,1.0,0.9982540821164999,0.9983780957823195,0.9998759863341804,387282,411246,Flipped,chr3,F3,1.0,0.0,0.0017459178835000921
F3_120,411246,411245,411245,1.0,1.0,1.0,0.9998662597721553,0.9998662597721553,1.0,381428,411246,Flipped,chr3,F3,1.0,0.0,0.00013374022784473638
F3_122,411246,411245,411243,0.9999951367189874,1.0,0.9999951367189874,0.9452297292368296,0.9999537988303809,0.9452759304064487,380173,411244,Flipped,chr3,F3,0.9999975683594937,-2.431640506284083e-06,0.05476540748215786
F3_130,411246,411245,411245,1.0,1.0,1.0,0.9999148925822806,0.9999586621113935,0.9999562304708872,374424,411246,Flipped,chr3,F3,1.0,0.0,8.510741771938779e-05
F3_131,411246,411245,411245,1.0,1.0,1.0,0.9997787207139297,0.9997787207139297,1.0,395404,411246,Flipped,chr3,F3,1.0,0.0,0.00022127928607029723
F3_132,411246,411245,411245,1.0,1.0,1.0,0.9925227054432273,0.9925518851293025,0.9999708203139248,388710,411246,Flipped,chr3,F3,1.0,0.0,0.007477294556772707
F3_134,411246,411245,411245,1.0,1.0,1.0,0.9893469829420418,0.9932181546280198,0.996128828314022,392174,411246,Flipped,chr3,F3,1.0,0.0,0.01065301705795818
F3_139,411246,411245,411245,1.0,1.0,1.0,0.9894685649673552,0.9894685649673552,1.0,380659,411246,Flipped,chr3,F3,1.0,0.0,0.010531435032644754
F3_143,411246,411245,411245,1.0,1.0,1.0,0.9996230957215285,0.999644980486085,0.9999781152354436,391948,411246,Flipped,chr3,F3,1.0,0.0,0.00037690427847147934
F3_145,411246,411245,411245,1.0,1.0,1.0,0.996119101751997,0.996119101751997,1.0,404016,411246,Flipped,chr3,F3,1.0,0.0,0.003880898248002973
F3_146,411246,411245,411245,1.0,1.0,1.0,0.9998395117265864,0.9999805468759498,0.9998589648506365,381070,411246,Flipped,chr3,F3,1.0,0.0,0.00016048827341363925
F3_148,411246,411245,411245,1.0,1.0,1.0,0.9942248537976146,0.9942272854381208,0.9999975683594937,391032,411246,Flipped,chr3,F3,1.0,0.0,0.005775146202385395
F3_149,411246,411245,411245,1.0,1.0,1.0,0.9954576955342922,0.9995574414278593,0.9959002541064329,382942,411246,Flipped,chr3,F3,1.0,0.0,0.004542304465707803
F3_150,411246,411245,411245,1.0,1.0,1.0,0.9961336915950346,0.9961361232355409,0.9999975683594937,387445,411246,Flipped,chr3,F3,1.0,0.0,0.0038663084049653795
F3_151,411246,411245,411245,1.0,1.0,1.0,0.9999148925822806,1.0,0.9999148925822806,380151,411246,Flipped,chr3,F3,1.0,0.0,8.510741771938779e-05
F3_152,411246,411245,411243,0.9999951367189874,1.0,0.9999951367189874,0.9996085058784909,0.9998565332101302,0.9997519726683607,389034,411244,Flipped,chr3,F3,0.9999975683594937,-2.431640506284083e-06,0.00038663084049650465
F3_154,411246,411245,411245,1.0,1.0,1.0,0.9905287602280879,0.990584687959732,0.999800605478486,380874,411246,Flipped,chr3,F3,1.0,0.0,0.00947123977191211
F3_160,411246,411245,411245,1.0,1.0,1.0,0.9998589648506365,1.0,0.9998589648506365,385389,411246,Flipped,chr3,F3,1.0,0.0,0.0001410351493634776
F3_161,411246,411245,411245,1.0,1.0,1.0,0.9997373828253231,0.9997422461063357,0.9999951367189874,383021,411246,Flipped,chr3,F3,1.0,0.0,0.0002626171746769046
F3_162,411246,411245,411245,1.0,1.0,1.0,0.9996936132962103,0.9998759863341804,0.9998176269620299,380265,411246,Flipped,chr3,F3,1.0,0.0,0.000306386703789685
F3_163,411246,411245,411237,0.9999805468759498,0.9999805468759498,1.0,0.9947427932254496,0.9947427932254496,1.0,395002,411238,Flipped,chr3,F3,0.9999902734379749,-9.72656202502531e-06,0.005237753650500276
F3_164,411246,411245,411245,1.0,1.0,1.0,0.9997398144658294,0.9997471093873481,0.9999927050784811,397070,411246,Flipped,chr3,F3,1.0,0.0,0.0002601855341706205
F3_165,411246,411245,411244,0.9999975683594937,1.0,0.9999975683594937,0.9975027052000632,0.9997349511848168,0.9975027052000632,387430,411245,Flipped,chr3,F3,0.9999987841797469,-1.2158202531420415e-06,0.0024948631594304826
F3_166,411246,411245,411245,1.0,1.0,1.0,0.9998857128962054,1.0,0.9998857128962054,381325,411246,Flipped,chr3,F3,1.0,0.0,0.00011428710379457474
F3_167,411246,411245,411244,0.9999975683594937,1.0,0.9999975683594937,0.983540225413075,0.9837906843852204,0.9997495410278544,382066,411245,Flipped,chr3,F3,0.9999987841797469,-1.2158202531420415e-06,0.016457342946418763
F3_168,411246,411245,411245,1.0,1.0,1.0,0.9990249121569867,0.9998589648506365,0.9991659473063502,400903,411246,Flipped,chr3,F3,1.0,0.0,0.0009750878430132559
F3_169,411246,411245,411244,0.9999975683594937,1.0,0.9999975683594937,0.9916740629065399,0.9916886527495775,0.9998662597721553,404037,411245,Flipped,chr3,F3,0.9999987841797469,-1.2158202531420415e-06,0.008323505452953794
F3_170,411246,411245,411245,1.0,1.0,1.0,0.9317219662245134,0.9457160573380832,0.9860059088864302,375917,411246,Flipped,chr3,F3,1.0,0.0,0.06827803377548658
F3_171,411246,411245,411245,1.0,1.0,1.0,0.9982711036000438,0.9983562110177632,0.9999148925822806,400125,411246,Flipped,chr3,F3,1.0,0.0,0.0017288963999562146
F3_172,411246,411245,411245,1.0,1.0,1.0,0.9997179297012729,0.9997325195443105,0.9999854101569624,376362,411246,Flipped,chr3,F3,1.0,0.0,0.00028207029872706624
